objectid,title,date,date-is-approximate,creator,description,item_information,subject,location,latitude,longitude,related_publication,publisher_digital,,source,findingaid,,original-identifier,rights,rights statement,type,format,language,BookCode,BookNum,BPageNum,TotalPages,GRANTEES,GRANTORS,DATE,relation,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
1797000005,"PRICE, JOHN granted to MORTON, THOMAS",1797-09-01,,,1 ACRE JOINING JOHN PRICE LAND,pp. 90-92,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1797000005.pdf,,record,,,,,
1797000006,"MONTGOMERY, ALEXANDER granted to ROBINSON, DAVID",1797-01-01,,,46 ACRES BOONES CREEK,pp. 99-101,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1797000006.pdf,,record,,,,,
1797000007,"HENDERSON, ELIZABETH; HENDERSON, JAMES; HENDERSON, DAVID; HENDERSON, SAMUEL; HENDERSON, ARCHIBALD; HENDERSON, JOHN; HENDERSON, WILLIAM granted to ROBERTSON, ALEXANDER",1797-08-18,,,120 ACRES WATERS OF CANE RUN,pp. 132-134,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1797000007.pdf,,record,,,,,
1797000008,"FERGUSON, BRYANT granted to PRESTON, ROBERT",1797-09-01,,,400 ACRES E. FORK HICKMANS CREEK,pp. 194-196,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1797000008.pdf,,record,,,,,
1797000009,"RUSSELL, JAMES; RIDGELY, FREDERICK granted to MONCRIEF, ARCHIBALD",1797-08-01,,,POWER OF ATTORNEY,pp. 214-217,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1797000009.pdf,,record,,,,,
1797000010,"HOUGHTON, JOHN granted to SIMPSON, ANDREW; SIMPSON, JANE",1797-06-12,,,54 ACRES AND 10 POLES FAYETTE COUNTY,pp. 303-306,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1797000010.pdf,,record,,,,,
1798000006,"MONTGOMERY, ALEXANDER granted to SPIERS, WILLIAM; SPIERS, CATHERINE",1798-02-01,,,25 ACRES BOONES CREEK,pp. 96-98,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1798000006.pdf,,record,,,,,
1798000007,"SMITH, FRANCIS granted to SMITH, GEORGE",1798-04-01,,,TRACT OF LAND,pp. 230-231,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1798000007.pdf,,record,,,,,
1798000008,"COTTON, HENRY granted to WINN, GEORGE; WINN, LETTICE",1798-03-03,,,200 ACRES FAYETTE COUNTY,pp. 282-285,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1798000008.pdf,,record,,,,,
1798000009,"STOUT, JEDIAH granted to LONGHEAD, DAVID; LAUGHED, DAVID",1798-05-11,,,1/2 ACRE CANE RUN,pp. 307-309,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1798000009.pdf,,record,,,,,
1798000010,"BELL, CLEMENT granted to VANCE, DAVID; PATTERSON, ROBERT; PAYNE, EDWARD; CALDWELL, GEORGE",1804-02-13,,,180 ACRES S. ELKHORN,pp. 309-311,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1798000010.pdf,,record,,,,,
1798000011,"NEAL, CHARLES; NEALE, CHARLES granted to COVENHAVEN, LEVI; COVENHAVEN, CATHARINE; COVENHAVEN, CATHERINE",1798-09-01,,,43 ACRES 2 RODS 36 POLES S. ELKHORN,pp. 349-351,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1798000011.pdf,,record,,,,,
1798000012,"ESTIS, LITTLETON; ESTES, LITTLETON granted to DARNABY, EDWARD; DARNABY, MILDRED",1798-07-01,,,26 10/16 ACRES WATERS OF N ELKHORN,pp. 360-362,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1798000012.pdf,,record,,,,,
1798000013,"STONE, WILLIAM granted to COVENHAVEN, LEVI; COVENHAVEN, CATHERINE",1798-09-01,,,50 1/2 ACRES S. ELKHORN,pp. 397-399,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1798000013.pdf,,record,,,,,
1798000014,"KIRTLY, FRANCIS granted to VAUGHAN, SHADRACK",1798-02-01,,,1000 ACRES N. ELKHORN,pp. 405-408,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1798000014.pdf,,record,,,,,
1799000003,"CHRISTIAN, WILLIAM granted to WADE, RICHARD; WADE, JUDITH",1799-04-08,,,20 ACRES WATERS OF BOONES CREEK,pp. 208-210,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1799000003.pdf,,record,,,,,
1800000003,"PAYNE, HENRY granted to VANCE, JOHN; VANCE, DAVID",1800-04-01,,,170 ACRES WATERS OF STEELE RUN,pp. 59-62,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1800000003.pdf,,record,,,,,
1800000004,"FALCONER, LEWIS granted to CRAIG, LEWIS; CRAIG, ELIZABETH",1800-05-01,,,107 ACRES SOUTH ELKHORN,pp. 62-64,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1800000004.pdf,,record,,,,,
1800000005,"MCCALLA, DANIEL; MCCALLA, ELIZABETH granted to TODD, ANDREW; TODD, MARY",1800-06-28,,,450 ACRES LOUISA CO VIRGINIA,pp. 64-68,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1800000005.pdf,,record,,,,,
1800000006,"TODD, ANDREW; TODD, MARY granted to MCCALLA, DANIEL; MCCALLA, ELIZABETH",1800-06-28,,,256 ACRES ELKHORN CREEK,pp. 64-68,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1800000006.pdf,,record,,,,,
1801000005,"NUNNELY, WILLIAM BEDFORD; NUNNELY, ANDERSON; NUNNELY, ROBERT COLEMAN granted to NUNNELLY, WILLIAM B",1801-05-26,,,62 1/2 ACRES BOONES CREEK; SLAVES; PERSONALTY,pp. 92-94,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1801000005.pdf,,record,,,,,
1801000006,"GRANT, JOHN granted to TODD, LEVI",1801-09-28,,,45 ACRES LICKING CREEK,pp. 158-160,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1801000006.pdf,,record,,,,,
1802000002,"PAYNE, HENRY granted to LEWIS, THOMAS; LEWIS, ELIZABETH",1802-04-12,,,323 1/2 ACRES TOWN FORK ELKHORN CREEK,pp. 79-81,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1802000002.pdf,,record,,,,,
1802000003,"CARR, WALTER granted to SHELBY, ISAAC",1802-01-11,,,180 ACRES; 80 ACRES,pp. 118-120,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1802000003.pdf,,record,,,,,
1802000004,"TODD, LEVI granted to GRANT, JOHN; GRANT, SQUIRE ",1802-01-11,,,120 ACRES CAMPBELL COUNTY,pp. 156-159,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1802000004.pdf,,record,,,,,
1802000005,"BYANT, DANIEL granted to TODD, LEVI",1802-02-15,,,ADJUSTMENT TO INTERFERING LAND CLAIMS,pp. 176-180,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1802000005.pdf,,record,,,,,
1802000006,"SMITH, ELIJAH; SMITH, HANNAH; PARKER, JOHN; TODD, LEVI granted to LYTLE, WILLIAM",1802-01-11,,,SEE DEED 1000 ACRES,pp. 320-323,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1802000006.pdf,,record,,,,,
1803000001,"QUARLES, ROGER granted to FERREE, JACOB",1803-02-14,,,452 ACRES CANE RUN,pp. 8-10,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000001.pdf,,record,,,,,
1803000002,"BOSWELL, JOSEPH granted to FARRIS, EBENEZER",1803-02-14,,,48 FT MULBERRY NEAR 2ND ST,pp. 9-11,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000002.pdf,,record,,,,,
1803000003,"TURNER, FIDDING LEWIS granted to BOSWELL, JOSEPH",1803-02-14,,,48 FT MULBERRY ST NEAR 2ND ST,pp. 11-13,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000003.pdf,,record,,,,,
1803000004,"BRAMBARGER, FREDERICK  granted to CLARK, WILLIAM",1803-01-24,,,63 A 1R 5 P TOWN FORK,pp. 13-15,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000004.pdf,,record,,,,,
1803000005,"COLLINS, BARTLETT; FERREL, JACOB granted to FERREL, JACOB",1803-02-14,,,POWER OF ATTORNEY,pp. 14-16,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000005.pdf,,record,,,,,
1803000006,"MCCANN, NEAL granted to ELLIS, HENRY; ELLIS, JOHN; ELLIS, WILLIAM",1803-02-14,,,APPRENTICESHIP BOND,pp. 16-18,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000006.pdf,,record,,,,,
1803000007,"WILSON, NATHANIEL; RIDGILEY, FREDERICK granted to CARR, WALTER; SHERIFF OF FAYETTE COUNTY, ; TROTTER, JAMES; YOUNG, LEORARD; KENNEDY, THOMAS; KENNEDY, DIANA",1803-02-14,,,"40 POLES CROSS ST SHORT TO 2ND ST. LOT ""E""",pp. 18-22,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000007.pdf,,record,,,,,
1803000009,"HUNT, JOHN granted to BRYAN, SAMUEL; BRYAN, MARY",1803-03-14,,,133 1/2 ACRES FAYETTE & BOURBON COUNTIES,pp. 31-33,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000009.pdf,,record,,,,,
1803000010,"HERSMAN, GEORGE; HERSHAM, GEORGE  granted to ROGERS, JOHN; ROGERS, CATHERINE ",1803-03-14,,,9 1/2 ACRES,pp. 33-35,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000010.pdf,,record,,,,,
1803000011,"BULLOCK, WINGFIELD  granted to BULLOCK, JAMES ",1803-03-14,,,198 ACRES WOODFORD COUNTY,pp. 35-36,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000011.pdf,,record,,,,,
1803000012,"BARLOW, WILLIAM granted to BAYLOR, WALKER ; BAYLOR, JANE ",1803-03-15,,,770 ACRES OHIO,pp. 36-38,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000012.pdf,,record,,,,,
1803000013,"BURRIER, JOHN granted to BLYTHE, JAMES ; BLYTHE, MARGARET",1803-03-14,,,152 ACRES S ELKHORN,pp. 37-40,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000013.pdf,,record,,,,,
1803000014,"MONTGOMERY, ALEXANDER granted to ROBINSON, DAVID ",1803-03-18,,,118 ACRES FAYETTE & CLARK COUNTIES,pp. 44-46,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000014.pdf,,record,,,,,
1803000015,"ANDERSON, WILLIAM granted to MITCHELL, DAVID ; MITCHELL, MARGARETT",1803-03-20,,,TRACT OF LAND CANE RUN,pp. 46-48,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000015.pdf,,record,,,,,
1803000017,"TIDSLON, PETER granted to GREEGER, PETER",1803-04-04,,,POWER OF ATTORNEY TO RECEIVE PROPERTY OF C. GREEGER ESTATE,pp. 48-49,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000017.pdf,,record,,,,,
1803000021,"WOODRUFF, AARON granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; MONAHAN, JAMES",1803-04-11,,,APPRENTICESHIP BOND,pp. 51-52,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000021.pdf,,record,,,,,
1803000022,"CLARKE, JAMES granted to WARRICK, JOHN; WARRICK, JACOB ; WARRICK, JANE ",1803-04-01,,,50 ACRES N FORK OF ELKHORN CREEK,pp. 54-56,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000022.pdf,,record,,,,,
1803000062,"TURNER, FIELDING LEWIS  granted to FAYETTE COUNTY SHERIFF, ; FARRIS, EBENEZER",1803-04-01,,,74 FEET MULBERRY ST,pp. 55-57,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000062.pdf,,record,,,,,
1803000063,"MARSHALL, ROBERT granted to WINN, ADAM; WINN JR, GEORGE; WINN, MILLIE",1803-04-01,,,13 1/4 ACRES ELKLICK,pp. 57-58,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000063.pdf,,record,,,,,
1803000064,"MARSHALL, ROBERT  granted to WINN, ADAM; WINN SR, GEORGE; WINN, LETTICE ",1803-04-01,,,70 ACRES ELKLICK,pp. 58-59,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000064.pdf,,record,,,,,
1803000065,"HYNES, JOHN granted to STONE, JACOB; STONE, GEORGE",1803-04-26,,,POWER OF ATTORNEY,pp. 72-73,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000065.pdf,,record,,,,,
1803000066,"LEWIS, THOMAS granted to PAYNE, HENRY; PAYNE, ANNE",1803-05-01,,,187 ACRES OF TOWN FORK ELKHORN,pp. 81-83,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000066.pdf,,record,,,,,
1803000067,"LEWIS, THOMAS granted to PAYNE, HENRY; PAYNE, ANNE",1803-05-01,,,131 3/4 ACRES TOWN FORK OF ELKHORN,pp. 83-85,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000067.pdf,,record,,,,,
1803000068,"MONTGOMERY, ROBINSON granted to MONTGOMERY, ALEXANDER",1803-05-28,,,200 ACRES WATERS OF BOONE CREEK,pp. 101-103,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000068.pdf,,record,,,,,
1803000069,"MCKEE, SAMUEL granted to RUSSELL, MARY O",1803-05-26,,,175 ACRES E WATERS OF HICKMAN CREEK,pp. 102-104,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000069.pdf,,record,,,,,
1803000070,"HARSTLE, ANTHONY granted to WINN SR, GEORGE; WINN, LETTICE",1803-06-11,,,70 ACRES ELKLICK BRANCH,pp. 122-124,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000070.pdf,,record,,,,,
1803000071,"BARNES, MOSES granted to BARNES, BRINSLY; BARNES, ISABELLA",1803-06-13,,,50 ACRES,pp. 123-125,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000071.pdf,,record,,,,,
1803000072,"GEORGE, WILLIAM granted to BERRY, JOHN; BERRY, NANCY",1803-07-09,,,200 ACRES FLOYDS FORK OF BOONE CREEK,pp. 152-154,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000072.pdf,,record,,,,,
1803000073,"SMITH, ALEXANDER granted to JOHNSON, ROBERT; JOHNSON, ROBERT; JOHNSON, ELIJAH; CRAIG, JOHN",1803-07-11,,,24 ACRES WATERS OF CANE RUN,pp. 155-157,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000073.pdf,,record,,,,,
1803000074,"SIDENOR, LAWRENCE granted to SIDENOR SR, MARTIN",1803-07-11,,,51 AND 3/4 ACRES FAYETTE COUNTY,pp. 160-162,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000074.pdf,,record,,,,,
1803000075,"SIDENOR, PHILIP granted to SIDENOR SR, MARTIN",1803-07-11,,,51 AND 3/4 ACRES FAYETTE COUNTY,pp. 161-163,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000075.pdf,,record,,,,,
1803000076,"SIDENOR, HENRY granted to SIDENOR SR, MARTIN",1803-07-11,,,51 AND 3/4 ACRES FAYETTE COUNTY,pp. 163-165,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000076.pdf,,record,,,,,
1803000077,"SIDENOR, FREDERICK granted to SIDENOR SR, MARTIN",1803-07-16,,,51 AND 3/4 ACRES FAYETTE COUNTY,pp. 164-166,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000077.pdf,,record,,,,,
1803000078,"SIDENOR, PETER granted to SIDENOR SR, MARTIN",1803-07-11,,,51 AND 3/4 ACRES FAYETTE COUNTY,pp. 166-167,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000078.pdf,,record,,,,,
1803000079,"SIDENOR, CONRAD granted to SIDENOR SR, MARTIN",1803-07-11,,,51 AND 3/4 ACRES FAYETTE COUNTY,pp. 167-169,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000079.pdf,,record,,,,,
1803000080,"GRANT, SQUIRE granted to GRANT, WILLIAM",1803-07-11,,,570 ACRES WATERS OF ELKHORN CREEK,pp. 168-170,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000080.pdf,,record,,,,,
1803000081,"SIDENOR SR, MARTIN granted to GRANT, SQUIRE",1803-07-11,,,570 ACRES WATERS OF ELKHORN CREEK,pp. 170-171,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000081.pdf,,record,,,,,
